"","team_name","color","player_tag","core_goals","core_assists","core_saves","core_shots","core_score","demo_inflicted","demo_taken","advanced_rating"
"1539","TEAM SIGNAL","blue","kv1",7,3,3,17,1866,3,1,1.44260507540223
"1540","TEAM SIGNAL","blue","fAsi",3,0,2,11,926,7,4,0.656407516991234
"1541","TEAM SIGNAL","blue","FirefoxD",1,5,3,10,1092,5,2,0.821948908813052
"1542","VIPERS ESPORTS","orange","BRUNOVISQUII",3,3,4,11,1449,6,4,1.02180160635298
"1543","VIPERS ESPORTS","orange","SubHallz",4,1,9,7,1604,1,6,1.32732055806844
"1544","VIPERS ESPORTS","orange","KnS",1,1,7,7,1097,0,5,0.605436610537037
"1545","ELEVATE","blue","Lostt",6,3,11,19,2492,4,7,1.44689809377659
"1546","ELEVATE","blue","Bemmz",4,2,8,16,1935,0,8,1.00098826046409
"1547","ELEVATE","blue","LeoDkn",1,4,7,7,1652,7,6,0.736533345512276
"1548","THE THREE SINS","orange","brad",5,1,8,16,2014,6,4,0.988305091145897
"1549","THE THREE SINS","orange","Electro",3,2,12,15,1983,8,6,0.926269212313271
"1550","THE THREE SINS","orange","matix",2,3,6,14,1753,7,1,0.829677464947217
"1551","LOCUSTS","blue","SrNaniiTou",3,2,9,8,1764,1,5,0.86499761205263
"1552","LOCUSTS","blue","aguz",5,1,2,19,1748,3,7,1.01424608741696
"1553","LOCUSTS","blue","Lexim",0,3,11,7,1576,9,4,0.643577949624844
"1554","THE THREE SINS","orange","matix",3,1,8,13,1682,2,4,0.775144812404811
"1555","THE THREE SINS","orange","Electro",1,4,11,11,1979,5,5,0.867626865447402
"1556","THE THREE SINS","orange","brad",3,1,3,9,1288,9,4,0.742598155021023
"1557","TIMELESS","blue","bmendesantos",2,1,9,6,1644,1,1,1.14275821451927
"1558","TIMELESS","blue","Wells",1,1,2,7,688,2,5,0.602137112856601
"1559","TIMELESS","blue","ianpinheiro",0,1,3,9,823,2,5,0.483951740513706
"1560","TEAM SIGNAL","orange","FirefoxD",4,0,2,8,1123,3,2,1.04523604848434
"1561","TEAM SIGNAL","orange","kv1",1,5,5,8,1273,3,1,1.21095099421442
"1562","TEAM SIGNAL","orange","fAsi",2,1,2,5,912,5,2,0.879692331812451
"1563","VIPERS ESPORTS","blue","KnS",2,1,10,9,1559,1,4,0.854140821448289
"1564","VIPERS ESPORTS","blue","SubHallz",1,3,5,6,1100,2,7,0.723680041347757
"1565","VIPERS ESPORTS","blue","BRUNOVISQUII",2,0,9,6,1308,4,9,0.790056561238269
"1566","NOBLE ESPORTS","orange","nxghtt",1,3,3,9,1076,5,2,0.681483060824695
"1567","NOBLE ESPORTS","orange","Sad",4,3,5,12,1659,4,2,1.12383037445291
"1568","NOBLE ESPORTS","orange","drufinho",6,2,5,18,1837,11,3,1.406175101509
"1569","TIMELESS","blue","Wells",5,2,5,16,1598,12,8,1.27739149430759
"1570","TIMELESS","blue","bmendesantos",2,4,8,10,1704,5,3,1.20806901524263
"1571","TIMELESS","blue","ianpinheiro",2,2,4,13,1369,5,8,0.81197808699524
"1572","DREAM CONSPIRACY","orange","Royales",2,1,11,8,1747,6,7,0.951705784220781
"1573","DREAM CONSPIRACY","orange","repi",2,3,8,7,1496,7,7,1.00898215294606
"1574","DREAM CONSPIRACY","orange","yanD",4,3,9,14,2099,6,8,1.37923050472745
"1575","THE THREE SINS","blue","brad",2,0,8,7,1394,0,4,0.715776109330054
"1576","THE THREE SINS","blue","Electro",0,5,5,6,1124,4,3,0.799074766011237
"1577","THE THREE SINS","blue","matix",4,0,5,10,1287,3,3,0.878822700068771
"1578","KRÜ ESPORTS","orange","pan.",1,2,4,15,1106,3,5,0.710020252807136
"1579","KRÜ ESPORTS","orange","artezzy",3,0,3,10,999,1,0,0.673817484728768
"1580","KRÜ ESPORTS","orange","Roblah",0,1,4,5,785,6,2,0.329123230242861
"1581","INSIGHT","blue","davinsano",1,1,4,6,924,4,2,0.723646636630528
"1582","INSIGHT","blue","UmBroken",1,1,5,7,875,3,1,0.692335337583942
"1583","INSIGHT","blue","Davitrox",1,0,5,6,813,4,1,0.576091716403593
"1584","NOBLE ESPORTS","orange","nxghtt",5,4,6,17,1690,1,6,1.78675281623954
"1585","NOBLE ESPORTS","orange","drufinho",2,4,4,5,1198,1,2,1.15737024101855
"1586","NOBLE ESPORTS","orange","Sad",4,2,4,7,1312,2,3,1.48251751502344
"1587","VIPERS ESPORTS","blue","SubHallz",1,1,3,5,622,2,2,0.658362817293525
"1588","VIPERS ESPORTS","blue","BRUNOVISQUII",0,1,3,4,662,0,3,0.498493373950492
"1589","VIPERS ESPORTS","blue","KnS",2,0,2,6,632,0,2,0.768116528224063
"1590","VIPERS ESPORTS","blue","TaTu",0,2,7,7,892,2,3,0.84947024490337
"1591","VIPERS ESPORTS","blue","Manteca",1,2,4,7,940,4,3,1.2136667090812
"1592","VIPERS ESPORTS","blue","Szaro",3,0,5,9,1012,2,4,1.27724326549766
"1593","NOCTURNS GAMING","orange","Manteca",0,1,5,1,743,1,1,0.471834219320478
"1594","NOCTURNS GAMING","orange","TaTu",2,0,2,5,618,1,1,0.658017068222697
"1595","NOCTURNS GAMING","orange","Szaro",0,0,1,5,341,5,0,0.193724261998732
"1596","NOCTURNS GAMING","orange","KnS",1,1,10,11,1348,3,3,1.13606359267101
"1597","NOCTURNS GAMING","orange","SubHallz",2,0,3,10,842,3,2,0.872766099808747
"1598","NOCTURNS GAMING","orange","BRUNOVISQUII",1,3,4,8,932,4,3,1.11858434461598
"1599","LOCUSTS","blue","aguz",2,0,2,8,856,3,5,0.776414210245614
"1600","LOCUSTS","blue","SrNaniiTou",0,2,4,7,836,3,5,0.690686310224542
"1601","LOCUSTS","blue","Lexim",0,0,3,1,518,4,6,0.173885787930301
"1602","NOBLE ESPORTS","orange","drufinho",3,3,5,14,1343,10,3,1.33466994212404
"1603","NOBLE ESPORTS","orange","nxghtt",2,2,3,7,940,4,3,0.89535609779471
"1604","NOBLE ESPORTS","orange","Sad",2,1,3,7,1008,2,4,1.00286040748483
"1605","TIMELESS","blue","ianpinheiro",3,0,8,10,1466,7,4,0.880416873155623
"1606","TIMELESS","blue","bmendesantos",0,5,3,10,1140,3,0,0.858166870962696
"1607","TIMELESS","blue","Wells",3,0,6,10,1061,8,3,0.845354185085986
"1608","THE THREE SINS","orange","brad",7,0,5,12,1966,3,4,1.16474960770081
"1609","THE THREE SINS","orange","matix",2,4,7,12,1535,1,7,1.0094187834849
"1610","THE THREE SINS","orange","Electro",0,5,7,8,1247,3,7,0.83726417226669
"1611","NOVUS AEVI","blue","PJ",1,1,11,15,1489,4,1,0.902396911421831
"1612","NOVUS AEVI","blue","Luk",2,0,9,16,1640,4,4,0.863890074651137
"1613","NOVUS AEVI","blue","tander",1,2,3,13,1102,4,3,0.86052457450619
"1614","VIPERS ESPORTS","orange","SubHallz",4,1,7,14,1667,2,4,1.01762600490633
"1615","VIPERS ESPORTS","orange","KnS",3,2,10,15,1803,2,4,1.09154197838696
"1616","VIPERS ESPORTS","orange","BRUNOVISQUII",1,4,9,7,1551,4,4,0.915911026284908
"1617","TIMELESS","blue","ianpinheiro",6,2,5,16,1781,3,6,1.26973883747806
"1618","TIMELESS","blue","Wells",1,4,9,16,1481,9,3,1.01479441474948
"1619","TIMELESS","blue","bmendesantos",3,2,4,7,1387,1,2,0.879327995835269
"1620","KRÜ ESPORTS","orange","artezzy",1,1,12,7,1527,2,4,0.739120613212506
"1621","KRÜ ESPORTS","orange","Roblah",1,1,7,8,1008,4,6,0.64438583141572
"1622","KRÜ ESPORTS","orange","pan.",1,1,5,9,1095,5,3,0.58444483161567
"1623","LOCUSTS","blue","aguz",2,1,5,15,1300,3,3,0.84572414914927
"1624","LOCUSTS","blue","Lexim",1,1,4,8,1080,4,5,0.517559576846637
"1625","LOCUSTS","blue","SrNaniiTou",1,1,5,5,869,9,2,0.52225372366581
"1626","VIPERS ESPORTS","orange","BRUNOVISQUII",5,3,4,12,1532,2,6,1.27356673452908
"1627","VIPERS ESPORTS","orange","SubHallz",3,3,5,8,1235,6,6,0.958759302618238
"1628","VIPERS ESPORTS","orange","KnS",3,3,7,12,1801,2,4,1.13609445340905
"1629","SK GAMING","blue","eekso",2,1,6,7,1237,5,4,0.739227624358428
"1630","SK GAMING","blue","Tox",1,1,5,4,1105,0,4,0.599777416374181
"1631","SK GAMING","blue","Yukeo",2,0,2,10,1049,2,4,0.543052836692245
"1632","FADEAWAY","orange","LuiisP",1,0,0,6,722,5,1,0.305768470548971
"1633","FADEAWAY","orange","Tigreee",2,0,6,11,1420,4,5,0.679791516721612
"1634","FADEAWAY","orange","Dead-Monster",0,3,6,4,1060,3,1,0.613085620657895
"1635","WILLIAMS RESOLVE","blue","saizen",2,1,11,15,1834,4,4,0.785885711918829
"1636","WILLIAMS RESOLVE","blue","pryyme",1,3,6,7,1622,3,4,0.695519662612704
"1637","WILLIAMS RESOLVE","blue","Radosin",3,1,12,14,2001,4,8,1.02578116110213
"1638","TEAM SINGULARITY","orange","Polar",2,1,7,10,1561,0,5,0.598545616722093
"1639","TEAM SINGULARITY","orange","Justuszzz",2,1,12,14,2144,7,3,0.823939464784451
"1640","TEAM SINGULARITY","orange","Chippy",0,2,6,15,1382,9,3,0.544728543932809
"1641","BS+COMPETITION","blue","Godsmilla",0,0,10,6,1185,4,2,0.417464924682794
"1642","BS+COMPETITION","blue","Rezears",1,1,8,8,1335,2,9,0.728253398422755
"1643","BS+COMPETITION","blue","FreaKii.",1,0,9,9,1457,3,10,0.603808047896355
"1644","THE FLYING DUTCHMEN","orange","ViolentPanda",3,2,3,10,1211,7,2,0.830022142213299
"1645","THE FLYING DUTCHMEN","orange","oaly.",5,2,9,18,1902,9,2,1.2581322888388
"1646","THE FLYING DUTCHMEN","orange","ThO.",1,0,7,14,1412,5,5,0.627696455469104
"1647","FC BARCELONA","blue","Dorito",1,2,4,16,1374,3,3,0.716910853876566
"1648","FC BARCELONA","blue","Zamué",2,1,5,16,1275,2,3,0.759865975003592
"1649","FC BARCELONA","blue","crr",3,1,4,18,1315,4,4,0.895812924902681
"1650","YEEZYS","orange","Kérian",1,2,16,5,2116,3,5,0.955029413784164
"1651","YEEZYS","orange","SwoOpin",1,1,12,5,1481,6,2,0.826057166361732
"1652","YEEZYS","orange","Iryzer",3,0,8,8,1481,1,2,0.997682834415841
"1653","EVIL GENIUSES","blue","Catalysm",2,2,6,9,1397,6,8,0.873459321310511
"1654","EVIL GENIUSES","blue","Rizex45",1,1,11,8,1440,4,3,0.751325341361491
"1655","EVIL GENIUSES","blue","ivn",3,1,3,11,1180,3,3,0.886554924975796
"1656","WILLIAMS RESOLVE","orange","pryyme",5,3,6,7,1646,5,1,1.27723993886684
"1657","WILLIAMS RESOLVE","orange","Radosin",3,2,7,14,1606,4,8,0.981361396218466
"1658","WILLIAMS RESOLVE","orange","saizen",3,4,4,18,1546,5,4,1.22472711203094
"1659","SK GAMING","blue","Tox",5,3,15,16,2780,5,6,1.46126218704168
"1660","SK GAMING","blue","eekso",4,2,15,12,2316,4,5,1.26740031644588
"1661","SK GAMING","blue","Yukeo",1,2,5,12,1367,6,5,0.579986581917397
"1662","THE FLYING DUTCHMEN","orange","ThO.",1,4,10,16,1940,3,4,0.875368224983063
"1663","THE FLYING DUTCHMEN","orange","ViolentPanda",5,2,5,20,1855,8,4,1.07572366250592
"1664","THE FLYING DUTCHMEN","orange","oaly.",4,2,7,20,1845,5,7,1.00777811845398
"1665","00 NATION","blue","Breezi",2,5,7,8,1529,2,3,1.21277136385534
"1666","00 NATION","blue","hibbs",6,1,3,11,1498,5,2,1.29153563333871
"1667","00 NATION","blue","FlamE",3,2,10,9,1738,1,4,1.02286949659327
"1668","FC BARCELONA","orange","crr",2,1,6,6,1215,1,0,0.866067200109308
"1669","FC BARCELONA","orange","Zamué",3,0,3,14,1142,7,6,0.769722268090044
"1670","FC BARCELONA","orange","Dorito",0,4,2,10,1036,1,2,0.668035158661046
"1671","BS+COMPETITION","blue","Rezears",1,1,2,5,948,7,4,0.520558682154858
"1672","BS+COMPETITION","blue","FreaKii.",2,1,4,13,1227,3,4,0.70296841813737
"1673","BS+COMPETITION","blue","Godsmilla",3,2,3,8,1198,1,5,0.967675616130317
"1674","FADEAWAY","orange","Tigreee",4,3,6,11,1552,7,6,1.17399660972616
"1675","FADEAWAY","orange","Dead-Monster",4,2,3,11,1306,5,3,0.958371349373185
"1676","FADEAWAY","orange","LuiisP",2,3,7,7,1594,1,2,0.914559927538256
"1677","00 NATION","blue","Breezi",6,1,9,14,2154,3,6,1.27085205319426
"1678","00 NATION","blue","FlamE",2,3,6,12,1629,12,7,0.921084082238939
"1679","00 NATION","blue","hibbs",2,3,6,11,1453,6,3,0.770966250507833
"1680","THE FLYING DUTCHMEN","orange","oaly.",5,4,8,18,2065,6,6,1.37371579036114
"1681","THE FLYING DUTCHMEN","orange","ThO.",3,3,10,9,1934,4,7,0.96463727549777
"1682","THE FLYING DUTCHMEN","orange","ViolentPanda",3,2,7,12,1745,6,8,0.867559944194565
"1683","WILLIAMS RESOLVE","blue","Radosin",2,1,7,9,1435,5,5,0.74730680511487
"1684","WILLIAMS RESOLVE","blue","pryyme",1,5,11,11,1633,4,3,1.21105593566916
"1685","WILLIAMS RESOLVE","blue","saizen",4,0,11,14,1716,3,6,1.10317159923492
"1686","VODAFONE GIANTS","orange","VKSailen",3,3,6,13,1401,3,3,1.04573919490994
"1687","VODAFONE GIANTS","orange","AtomiK",6,2,11,18,2219,7,4,1.49237150619648
"1688","VODAFONE GIANTS","orange","DmentZa",1,4,5,13,1303,4,5,0.858911535908409
"1689","EVIL GENIUSES","blue","Catalysm",4,4,15,25,2975,4,4,1.41169442478574
"1690","EVIL GENIUSES","blue","ivn",2,2,8,20,2135,3,3,0.854108763064653
"1691","EVIL GENIUSES","blue","Rizex45",3,1,9,16,1929,4,6,0.861452698855172
"1692","FADEAWAY","orange","Tigreee",5,2,14,18,2615,4,3,1.27728642191067
"1693","FADEAWAY","orange","LuiisP",3,0,14,16,2635,6,6,0.901607345505017
"1694","FADEAWAY","orange","Dead-Monster",2,4,10,19,2061,3,2,1.04488861768104
"1695","FC BARCELONA","blue","crr",4,4,8,18,2124,3,3,1.18084758727701
"1696","FC BARCELONA","blue","Dorito",6,3,9,21,2290,2,3,1.37528760467565
"1697","FC BARCELONA","blue","Zamué",4,5,5,18,1739,4,4,1.07968028277399
"1698","TEAM LIQUID","orange","Ronaky",6,4,18,17,2957,5,5,1.52817000266613
"1699","TEAM LIQUID","orange","Flakes",4,2,7,13,1688,1,0,0.997525778443622
"1700","TEAM LIQUID","orange","AcroniK.",2,5,7,8,1803,4,4,0.992115545647526
"1701","00 NATION","blue","Breezi",2,0,4,7,836,4,3,0.90659185168296
"1702","00 NATION","blue","hibbs",2,1,1,3,845,4,3,1.01612750511538
"1703","00 NATION","blue","FlamE",0,2,2,5,699,2,3,0.498548737943645
"1704","FADEAWAY","orange","LuiisP",5,2,3,11,1498,4,4,1.48978407084596
"1705","FADEAWAY","orange","Dead-Monster",2,1,0,8,744,4,3,0.619497461928426
"1706","FADEAWAY","orange","Tigreee",1,3,3,7,748,1,3,0.967846439770067
"1707","WILLIAMS RESOLVE","blue","pryyme",1,5,11,9,1810,8,5,0.929617622708708
"1708","WILLIAMS RESOLVE","blue","saizen",4,1,8,12,1690,6,8,0.92284605396275
"1709","WILLIAMS RESOLVE","blue","Radosin",1,0,5,9,1216,4,5,0.38444020963492
"1710","SOLARY","orange","parka",4,1,7,10,1671,7,6,0.988864274403861
"1711","SOLARY","orange","Kisai",3,3,7,16,1862,5,9,1.02923868543701
"1712","SOLARY","orange","virtuoso",0,1,6,12,1020,6,3,0.414838507778987
"1713","SK GAMING","blue","Tox",2,3,11,15,1924,3,5,0.948858710639559
"1714","SK GAMING","blue","Yukeo",3,2,4,8,1264,5,3,0.924618858803598
"1715","SK GAMING","blue","eekso",5,3,6,16,2072,2,4,1.18847807946943
"1716","FC BARCELONA","orange","crr",2,2,11,13,1957,7,4,0.80460029491422
"1717","FC BARCELONA","orange","Dorito",4,0,8,14,1766,2,1,0.749465338120705
"1718","FC BARCELONA","orange","Zamué",1,2,6,8,1300,3,5,0.542707151267743
"1719","00 NATION","blue","Breezi",3,1,4,9,997,0,1,1.47219207324361
"1720","00 NATION","blue","FlamE",1,2,2,3,546,1,1,0.871395026061678
"1721","00 NATION","blue","hibbs",2,3,3,4,778,1,2,1.50655317272005
"1722","FERG & CO","orange","FERGM",1,0,1,2,519,2,0,0.658621603103962
"1723","FERG & CO","orange","Tjester",0,2,1,3,260,1,0,0.625369828448583
"1724","FERG & CO","orange","Kiernan",2,0,4,6,866,1,2,1.11943922390723
"1725","FC BARCELONA","blue","Zamué",4,3,7,12,1914,2,5,1.12850523731304
"1726","FC BARCELONA","blue","crr",2,4,9,19,1944,3,4,1.04147053834032
"1727","FC BARCELONA","blue","Dorito",3,2,6,12,1642,4,5,0.976353546465475
"1728","GUILD ESPORTS","orange","Deevo",4,3,12,13,2102,7,3,1.18983494779503
"1729","GUILD ESPORTS","orange","bluey.",3,1,11,15,2076,3,2,0.890920608194375
"1730","GUILD ESPORTS","orange","noly",1,3,8,14,1712,4,4,0.746416125278373
"1731","KRÜ ESPORTS","blue","pan.",6,6,6,15,2248,3,5,1.73443684071755
"1732","KRÜ ESPORTS","blue","artezzy",7,0,6,14,1823,4,8,1.26526839180952
"1733","KRÜ ESPORTS","blue","Roblah",1,5,6,8,1320,6,2,0.914336992489304
"1734","QSHAWS","orange","Bratiche",2,1,6,6,1129,0,4,0.901204089789272
"1735","QSHAWS","orange","ipa",4,1,7,12,1587,8,6,1.05240163838675
"1736","QSHAWS","orange","rayio.",2,2,6,9,1319,7,3,0.819310593741532
"1737","NEOXY TEAM","blue","klawzt",5,6,8,26,2295,4,2,1.37380488889023
"1738","NEOXY TEAM","blue","Mathz",5,3,7,21,2102,8,3,1.153264449489
"1739","NEOXY TEAM","blue","Navarro",3,1,4,13,1278,7,2,0.656056427724044
"1740","AINDA, CRIA","orange","canom",3,3,10,9,1945,1,6,1.04984899516997
"1741","AINDA, CRIA","orange","netao",8,3,7,17,2193,4,9,1.39238056958872
"1742","AINDA, CRIA","orange","avasttz",2,7,15,15,2386,2,4,1.32220085953235
"1743","NOCTURNS GAMING","blue","Szaro",5,2,17,15,2528,7,9,1.31182244753615
"1744","NOCTURNS GAMING","blue","Manteca",2,3,9,11,1712,0,9,0.858530600870905
"1745","NOCTURNS GAMING","blue","TaTu",3,1,15,8,2118,6,0,0.979522229755406
"1746","LEGACY","orange","Klaus",2,2,9,17,1773,10,4,0.846491172874775
"1747","LEGACY","orange","Pedrinho",2,2,6,15,1616,5,1,0.720136476675204
"1748","LEGACY","orange","twistt",3,1,7,20,1662,3,8,0.851671710745516
"1749","LEGACY","blue","Pedrinho",1,3,0,9,673,0,5,0.773732872422385
"1750","LEGACY","blue","Klaus",3,1,3,12,1188,1,2,1.07160096045496
"1751","LEGACY","blue","twistt",3,1,6,9,1220,0,3,1.16167380324301
"1752","PARADISE","orange","caden",2,1,9,5,1124,1,0,1.09810937847936
"1753","PARADISE","orange","laucha",0,1,5,2,810,4,1,0.419350626959614
"1754","PARADISE","orange","wisty",2,0,7,10,1149,5,0,0.958799863943503
"1755","AINDA, CRIA","blue","avasttz",6,3,4,11,1621,4,6,1.82323778814783
"1756","AINDA, CRIA","blue","canom",4,1,7,7,1346,2,1,1.25603573338839
"1757","AINDA, CRIA","blue","netao",1,3,4,7,867,3,1,0.848193152916982
"1758","QSHAWS","orange","Bratiche",1,1,3,4,619,2,4,0.579598262876884
"1759","QSHAWS","orange","ipa",1,2,4,6,901,5,2,0.762539564012379
"1760","QSHAWS","orange","rayio.",2,1,4,12,1029,1,3,0.914307110664913
"1761","LOCUSTS","blue","aguz",1,6,5,16,1421,5,2,0.903560203933543
"1762","LOCUSTS","blue","Lexim",5,2,8,12,2166,3,6,1.05000330099079
"1763","LOCUSTS","blue","SrNaniiTou",5,2,6,24,1792,5,3,1.25529311515217
"1764","AINDA, CRIA","orange","avasttz",4,1,14,14,2267,4,3,0.965843074472893
"1765","AINDA, CRIA","orange","netao",5,2,8,10,1849,4,4,1.15219022812049
"1766","AINDA, CRIA","orange","canom",2,4,7,7,1632,3,6,0.779247224948508
"1767","KRÜ ESPORTS","blue","Roblah",2,2,6,5,1238,10,2,0.805172277978322
"1768","KRÜ ESPORTS","blue","pan.",2,1,5,16,1635,5,0,0.673435858747399
"1769","KRÜ ESPORTS","blue","artezzy",1,2,7,8,1277,2,4,0.571178002521126
"1770","LEGACY","orange","twistt",2,2,9,11,1767,3,2,0.783216388087162
"1771","LEGACY","orange","Pedrinho",1,1,4,6,1075,0,8,0.496539830093891
"1772","LEGACY","orange","Klaus",3,0,7,9,1472,3,7,0.753473749196876
"1773","NAIZ ESPORTS","blue","Dam",9,0,5,11,1834,7,5,1.59464261437872
"1774","NAIZ ESPORTS","blue","Stormiity",6,7,6,10,2181,4,6,1.65258752564081
"1775","NAIZ ESPORTS","blue","Ninja23509",3,5,7,6,1620,3,4,1.36625459666861
"1776","QSHAWS","orange","ipa",4,1,3,8,1315,6,4,1.10881617536778
"1777","QSHAWS","orange","Bratiche",2,0,2,8,783,1,7,0.43675919488406
"1778","QSHAWS","orange","rayio.",1,2,4,10,1016,7,2,0.662753068969965
"1779","NOVUS AEVI","blue","Luk",6,5,6,13,1859,3,1,2.01584853431352
"1780","NOVUS AEVI","blue","tander",6,1,3,12,1311,5,2,1.39880203900979
"1781","NOVUS AEVI","blue","PJ",3,8,2,10,1403,4,2,1.69819227254377
"1782","AINDA, CRIA","orange","canom",2,1,4,8,996,0,5,0.977531358723933
"1783","AINDA, CRIA","orange","netao",1,0,5,3,712,2,3,0.601008281928231
"1784","AINDA, CRIA","orange","avasttz",0,0,3,5,594,3,4,0.253786411091264
"1785","LEGACY","blue","Klaus",5,2,5,12,1449,2,3,1.40290768781112
"1786","LEGACY","blue","Pedrinho",6,1,6,12,1564,3,1,1.5398711193262
"1787","LEGACY","blue","twistt",1,6,7,2,1152,2,3,1.3505196786669
"1788","NAIZ ESPORTS","orange","Stormiity",1,1,3,8,791,3,3,0.702647981286208
"1789","NAIZ ESPORTS","orange","Dam",0,0,6,7,883,1,0,0.415715864733217
"1790","NAIZ ESPORTS","orange","Ninja23509",1,1,1,8,611,3,4,0.668575285260814
"1791","AINDA, CRIA","blue","avasttz",1,1,9,11,1443,3,4,0.77066295229876
"1792","AINDA, CRIA","blue","canom",2,1,4,11,1202,6,4,0.719164641324988
"1793","AINDA, CRIA","blue","netao",1,2,8,10,1375,5,3,0.856333043855031
"1794","EMIT7","orange","darxtz",1,2,5,10,1243,1,5,0.819781813277533
"1795","EMIT7","orange","iSuquin",6,0,8,20,1985,5,4,1.39501702487404
"1796","EMIT7","orange","nikko",0,2,7,10,1262,5,5,0.606088476560183
"1797","NEOXY TEAM","blue","klawzt",2,1,6,18,1614,3,0,0.791519373633721
"1798","NEOXY TEAM","blue","Navarro",1,3,6,6,1189,6,4,0.699462511725363
"1799","NEOXY TEAM","blue","Mathz",3,1,6,14,1591,6,3,0.815309777546317
"1800","LEGACY","orange","Pedrinho",1,1,6,10,1152,1,2,0.607855691088365
"1801","LEGACY","orange","Klaus",3,1,9,11,1948,3,5,1.14463632828419
"1802","LEGACY","orange","twistt",1,2,8,12,1491,3,8,0.874825172537682
"1803","TEAM BDS","blue","M0nkey M00n",2,4,12,16,2575,3,5,1.14467601124235
"1804","TEAM BDS","blue","Extra",4,0,6,18,1949,3,5,0.848303907214548
"1805","TEAM BDS","blue","MaRc_By_8.",2,3,6,18,1828,11,8,0.834089680687083
"1806","GUILD ESPORTS","orange","Deevo",3,0,14,17,2393,4,8,0.958717959290165
"1807","GUILD ESPORTS","orange","noly",2,2,8,11,2033,10,2,0.901477190781424
"1808","GUILD ESPORTS","orange","bluey.",1,0,12,9,2052,4,7,0.588674480658499
"1809","TEAM VITALITY","blue","Alpha54",3,2,6,19,1608,4,2,1.06733185657634
"1810","TEAM VITALITY","blue","Kaydop",2,2,3,8,1162,4,6,0.721495801686655
"1811","TEAM VITALITY","blue","Fairy Peak!",2,1,3,12,1031,2,5,0.673009536768334
"1812","00 NATION","orange","FlamE",4,2,12,13,1912,6,2,1.27516254988867
"1813","00 NATION","orange","hibbs",2,2,7,4,1519,3,5,0.993078078568704
"1814","00 NATION","orange","Breezi",1,2,5,6,1393,4,3,0.668530947195417
"1815","SMPR ESPORTS","blue","Chausette45",2,0,4,6,1139,3,1,0.631785197266691
"1816","SMPR ESPORTS","blue","Archie",3,3,6,18,1665,1,1,1.20749608073068
"1817","SMPR ESPORTS","blue","Kassio",2,2,1,10,883,3,8,0.808168476025532
"1818","EVIL GENIUSES","orange","ivn",5,1,8,8,1609,3,1,1.22071147113914
"1819","EVIL GENIUSES","orange","Catalysm",3,2,9,12,1739,4,2,1.08641963199663
"1820","EVIL GENIUSES","orange","Rizex45",0,1,6,3,957,3,4,0.346345373879204
"1821","MISFITS GAMING","blue","arju",2,3,7,14,1579,6,2,0.988887935281086
"1822","MISFITS GAMING","blue","Kash",4,3,5,12,1585,3,2,1.24919764683992
"1823","MISFITS GAMING","blue","Mittaen",3,2,5,15,1258,3,4,0.919694430543122
"1824","WILLIAMS RESOLVE","orange","Radosin",2,2,12,13,1879,1,3,1.09803850766431
"1825","WILLIAMS RESOLVE","orange","saizen",2,2,3,9,1118,5,3,0.806884758174042
"1826","WILLIAMS RESOLVE","orange","pryyme",2,2,4,8,1143,2,6,0.90410355814378
"1827","TEAM QUESO","blue","rise.",0,3,7,10,1147,11,9,0.672990508596922
"1828","TEAM QUESO","blue","Joyo",4,0,2,14,1173,5,2,0.804276756821755
"1829","TEAM QUESO","blue","Vatira",3,2,5,6,1620,1,4,1.00478671696429
"1830","NATUS VINCERE","orange","LuiisP",1,2,8,5,1254,4,3,0.778915467478191
"1831","NATUS VINCERE","orange","Dead-Monster",2,1,3,8,1065,6,5,0.754054527578566
"1832","NATUS VINCERE","orange","Tigreee",2,1,7,8,1349,5,9,0.864357520192292
"1833","ENDPOINT","blue","Seikoo",9,1,2,27,2166,5,1,1.34300102223987
"1834","ENDPOINT","blue","Metsanauris",2,2,6,9,1809,4,2,0.687437424482749
"1835","ENDPOINT","blue","RelatingWave",1,4,9,10,1755,6,7,0.821316890247475
"1836","SK GAMING","orange","eekso",2,1,12,13,1970,5,5,0.755265761388825
"1837","SK GAMING","orange","Yukeo",4,2,3,7,1719,3,6,0.966534087352718
"1838","SK GAMING","orange","Tox",2,2,11,10,1892,2,4,0.86108649844367
"1839","DIGNITAS","blue","ApparentlyJack",3,3,4,18,1653,11,4,0.942306233920246
"1840","DIGNITAS","blue","Joreuz",3,1,11,11,1909,7,6,0.939132176053743
"1841","DIGNITAS","blue","Scrub Killa",2,4,10,12,1828,3,6,1.06660913901864
