"","team_name","color","player_tag","core_goals","core_assists","core_saves","core_shots","core_score","demo_inflicted","demo_taken","advanced_rating"
"10200","NSF","blue","M3L0DY",2,1,7,6,1141,2,1,0.873383337825988
"10201","ORGLESS","orange","Squirrel",3,1,2,10,1035,1,2,1.00446740505198
"10202","ORGLESS","orange","Broski",1,1,2,6,702,5,3,0.595455466848616
"10203","ORGLESS","orange","jocse",1,1,2,7,707,2,1,0.604583477015848
"10204","ASIA MANJI","blue","Fortymula7",3,2,4,13,1237,3,1,1.20750063119683
"10205","ASIA MANJI","blue","Dann",2,2,5,6,1242,3,2,1.02356694226217
"10206","ASIA MANJI","blue","Easel",1,2,6,6,1214,4,5,0.836059063974642
"10207","INTEGRITY","orange","Sycho",1,0,8,11,1281,2,3,0.846239964742189
"10208","INTEGRITY","orange","battaash",1,0,4,5,801,3,5,0.657471101899667
"10209","INTEGRITY","orange","hamtawo",0,0,2,6,670,3,2,0.251213531373332
"10210","ATLASGAMING","blue","Cypso",0,1,10,2,1129,2,2,0.649692513512261
"10211","ATLASGAMING","blue","Derk",1,1,3,5,778,2,3,0.664680325435962
"10212","ATLASGAMING","blue","LT",1,0,4,5,680,2,2,0.544136341975348
"10213","OKAY LETSGO","orange","Blue",2,4,3,10,1075,1,3,1.12784653028435
"10214","OKAY LETSGO","orange","ripoopi",4,2,5,11,1265,2,2,1.35863545649693
"10215","OKAY LETSGO","orange","Gon",4,1,2,15,1153,4,1,1.12893334053855
"10216","ASIA MANJI","blue","Fortymula7",2,1,3,6,806,4,4,0.808456845984735
"10217","ASIA MANJI","blue","Dann",1,2,3,5,805,2,3,0.809562912006696
"10218","ASIA MANJI","blue","Easel",0,0,3,1,524,3,1,0.174658323980589
"10219","OKAY LETSGO","orange","Gon",7,3,1,11,1463,3,5,1.79026871996568
"10220","OKAY LETSGO","orange","Blue",1,3,3,3,849,3,1,0.773147267233028
"10221","OKAY LETSGO","orange","ripoopi",4,1,3,10,1047,2,3,1.10604053154347
"10222","ATLASGAMING","blue","LT",3,2,8,7,1483,2,5,0.907204490590259
"10223","ATLASGAMING","blue","Cypso",6,1,5,13,1685,4,4,1.26032772543743
"10224","ATLASGAMING","blue","Derk",1,2,3,9,910,7,1,0.554944266290423
"10225","INTEGRITY","orange","battaash",1,1,3,7,1046,5,5,0.490933769284002
"10226","INTEGRITY","orange","hamtawo",3,1,4,15,1013,0,5,0.90333573548261
"10227","INTEGRITY","orange","Sycho",3,2,9,9,1616,5,3,1.07014342187134
"10228","ASIA MANJI","blue","Dann",2,3,3,7,1051,3,1,1.07279814600756
"10229","ASIA MANJI","blue","Fortymula7",2,2,1,5,934,9,0,0.832336816813997
"10230","ASIA MANJI","blue","Easel",5,2,3,11,1301,2,4,1.34650365871483
"10231","ATLASGAMING","orange","Cypso",2,0,4,6,851,4,4,0.833072197216933
"10232","ATLASGAMING","orange","LT",1,1,3,4,769,0,8,0.645992729729535
"10233","ATLASGAMING","orange","Derk",0,1,3,2,681,1,2,0.382799925856002
"10234","OKAY LETSGO","blue","Gon",8,3,2,14,1830,3,2,1.90615249414283
"10235","OKAY LETSGO","blue","Blue",3,4,4,12,1294,0,0,1.34979523996038
"10236","OKAY LETSGO","blue","ripoopi",4,3,2,9,1150,5,4,1.31091945085883
"10237","INTEGRITY","orange","Sycho",1,0,5,5,1065,1,1,0.681516736148856
"10238","INTEGRITY","orange","hamtawo",1,1,4,3,674,0,3,0.696793462602948
"10239","INTEGRITY","orange","battaash",0,0,2,3,481,5,4,0.174292270896264
"10240","THREE RATS","blue","Maxeew",2,8,8,7,1861,4,3,1.410365451069
"10241","THREE RATS","blue","Kaotik",7,2,6,13,1785,3,3,1.4640289794289
"10242","THREE RATS","blue","LCT",6,4,5,17,1965,2,3,1.48201151275531
"10243","OKAY LETSGO","orange","Gon",2,0,3,11,1065,2,4,0.610034658467563
"10244","OKAY LETSGO","orange","ripoopi",2,5,9,10,1613,1,4,1.28613715916117
"10245","OKAY LETSGO","orange","Blue",3,0,5,13,1165,6,1,0.781449727139121
"10246","UHUH","blue","Squigly",6,8,9,18,2599,8,6,1.37580780256213
"10247","UHUH","blue","Claw-Z",5,3,9,16,2178,6,3,1.01868611654844
"10248","UHUH","blue","Abscrazy",7,4,6,16,2218,12,2,1.19738562016694
"10249","MOONBOOTS","orange","res",4,5,8,11,2186,2,9,1.07994567883461
"10250","MOONBOOTS","orange","Hireo",8,1,7,23,2465,5,8,1.07094602468569
"10251","MOONBOOTS","orange","Kevin",0,3,5,12,1248,4,9,0.452098566454487
"10252","THREE RATS","blue","Maxeew",5,7,7,13,2501,8,8,1.25916111639994
"10253","THREE RATS","blue","LCT",9,2,6,27,2447,2,10,1.16248386058997
"10254","THREE RATS","blue","Kaotik",5,6,3,17,1857,2,8,1.06145127226879
"10255","UHUH","orange","Abscrazy",5,2,15,14,2504,8,5,1.10096813057007
"10256","UHUH","orange","Squigly",4,2,3,13,1561,11,5,0.837003165107607
"10257","UHUH","orange","Claw-Z",1,3,11,10,1799,7,2,0.668465100199228
"10258","THE DONKS","blue","Saber",3,0,5,6,1097,3,6,0.959353660987018
"10259","THE DONKS","blue","Savage_",0,1,6,6,911,4,4,0.532357278316025
"10260","THE DONKS","blue","K1d5",1,0,4,3,707,2,4,0.472722090990243
"10261","TEAM INDIA","orange","Eleven",6,3,3,10,1414,5,3,1.69232511735101
"10262","TEAM INDIA","orange","kabbo",2,5,0,9,972,2,4,1.14060889325401
"10263","TEAM INDIA","orange","AryaNeil",3,2,3,12,1174,7,2,1.09813134300066
"10264","NSF","blue","Kaizen",11,1,1,17,1897,7,0,1.91405205237443
"10265","NSF","blue","M3L0DY",4,5,4,14,1613,1,3,1.47293047978441
"10266","NSF","blue","JarelNaden",2,9,3,7,1342,1,0,1.51496837841167
"10267","ATLASGAMING","orange","Cypso",3,2,10,7,1563,1,4,1.52589634833481
"10268","ATLASGAMING","orange","Derk",2,0,6,4,917,1,1,0.773342913264642
"10269","ATLASGAMING","orange","LT",1,2,4,5,864,1,4,0.704646851932661
"10270","SLOT MACHINE","blue","Tank",4,3,4,11,1418,1,0,1.39633202103844
"10271","SLOT MACHINE","blue","ballerrees",5,2,4,8,1323,2,5,1.276059981592
"10272","SLOT MACHINE","blue","Ficeo",4,5,4,12,1390,4,1,1.56400185001322
"10273","FROST ESPORTS","orange","zayn",2,0,6,9,1145,3,5,0.759759208521899
"10274","FROST ESPORTS","orange","DeluxeWiz",3,1,7,5,1079,1,1,1.17449106380039
"10275","FROST ESPORTS","orange","Dizzo",1,4,1,7,732,2,1,0.91226645510015
"10276","ASIA MANJI","blue","Easel",3,1,7,6,1417,2,5,0.838857526775409
"10277","ASIA MANJI","blue","Dann",1,2,8,8,1335,2,2,0.722072195530725
"10278","ASIA MANJI","blue","Fortymula7",3,1,3,11,1166,6,5,0.771687961363076
"10279","ORGLESS","orange","Broski",1,2,5,9,956,3,5,0.728695415400373
"10280","ORGLESS","orange","Squirrel",2,1,4,9,1114,4,2,0.79300081870453
"10281","ORGLESS","orange","jocse",1,1,3,8,942,5,3,0.553787014277621
"10282","SLOT MACHINE","blue","Tank",6,4,3,14,1668,3,5,1.4645547812735
"10283","SLOT MACHINE","blue","Ficeo",4,7,0,11,1465,5,5,1.32217872904924
"10284","SLOT MACHINE","blue","ballerrees",7,2,3,16,1705,3,5,1.29919078706078
"10285","ASIA MANJI","orange","Fortymula7",3,0,4,8,1112,2,3,0.754716402253672
"10286","ASIA MANJI","orange","Easel",4,0,6,6,1469,7,4,1.05721515137679
"10287","ASIA MANJI","orange","Dann",0,3,3,4,843,6,4,0.495009732363457
"10288","OKAY LETSGO","blue","Gon",10,4,7,19,2863,5,6,1.25580005851403
"10289","OKAY LETSGO","blue","ripoopi",4,5,7,24,2121,4,3,0.915779711357985
"10290","OKAY LETSGO","blue","Blue",4,8,5,22,2351,6,8,1.06455412650668
"10291","NSF","orange","Kaizen",3,5,12,11,2556,8,4,0.867629803677711
"10292","NSF","orange","JarelNaden",4,4,8,14,2093,6,6,0.848528526886052
"10293","NSF","orange","M3L0DY",7,2,16,16,3035,3,5,1.16853864029398
"10294","MOONBOOTS","blue","res",6,9,12,24,2965,3,4,1.35616701421047
"10295","MOONBOOTS","blue","Kevin",8,3,7,14,2781,10,6,1.14411745016445
"10296","MOONBOOTS","blue","Hireo",5,5,5,27,2239,6,5,0.925982834585678
"10297","SLOT MACHINE","orange","Ficeo",3,2,13,13,2262,7,5,0.803383292044609
"10298","SLOT MACHINE","orange","ballerrees",4,4,6,14,2244,2,4,0.813036577272539
"10299","SLOT MACHINE","orange","Tank",3,1,16,16,2408,6,10,0.759346590263492
"10300","OKAY LETSGO","blue","ripoopi",4,3,1,13,1204,2,1,1.04012719829774
"10301","OKAY LETSGO","blue","Gon",4,4,2,12,1315,0,3,1.2213968581913
"10302","OKAY LETSGO","blue","Blue",4,2,3,13,1358,2,2,1.01675146564318
"10303","MOONBOOTS","orange","Kevin",0,3,8,6,1267,4,1,0.704198870384469
"10304","MOONBOOTS","orange","Hireo",2,0,8,3,1221,1,1,0.651005923102419
"10305","MOONBOOTS","orange","res",3,2,4,6,1092,1,2,0.971217071605229
"10306","UHUH","blue","Squigly",3,3,9,17,2081,8,4,0.736153598487202
"10307","UHUH","blue","Abscrazy",5,4,11,32,2844,10,4,1.0800398278578
"10308","UHUH","blue","Claw-Z",4,5,10,27,2782,2,3,0.999272655135183
"10309","OKAY LETSGO","orange","Blue",5,1,22,15,3246,4,9,0.957837655802682
"10310","OKAY LETSGO","orange","ripoopi",1,6,16,17,2551,3,6,0.934922701154913
"10311","OKAY LETSGO","orange","Gon",4,2,9,20,2490,4,5,0.78512115560213
"10312","THREE RATS","blue","Kaotik",3,6,7,21,2074,4,10,0.88375358277661
"10313","THREE RATS","blue","LCT",8,1,8,16,2601,4,6,1.06996973070349
"10314","THREE RATS","blue","Maxeew",6,5,6,20,2375,7,10,1.08911724611778
"10315","UHUH","orange","Abscrazy",5,2,14,15,2830,11,7,0.894768848797601
"10316","UHUH","orange","Claw-Z",2,3,7,13,1742,1,5,0.58365914194938
"10317","UHUH","orange","Squigly",4,3,6,10,1891,14,3,0.838463014636272
"10318","NRG ESPORTS","blue","jstn.",3,2,3,22,1792,7,5,0.901022849869172
"10319","NRG ESPORTS","blue","GarrettG",5,1,5,17,1828,6,2,0.995028658578127
"10320","NRG ESPORTS","blue","Squishy",1,3,3,10,1340,6,3,0.643522524565834
"10321","RBG ESPORTS","orange","Zineel",1,1,9,7,1593,1,9,0.562149454709299
"10322","RBG ESPORTS","orange","money",3,1,6,7,1582,1,4,0.846950636772037
"10323","RBG ESPORTS","orange","xpurt",2,3,16,7,2287,8,6,1.02370146225187
"10324","XSET","blue","hockser",2,1,5,11,1372,1,4,0.852260401189285
"10325","XSET","blue","JPow",2,0,9,11,1502,7,7,0.769071116552886
"10326","XSET","blue","percy.",1,2,3,13,1055,3,4,0.796236305286623
"10327","VIBRANCE","orange","Fefe",3,2,6,10,1586,5,2,1.0819411488675
"10328","VIBRANCE","orange","astro",3,1,8,10,1655,3,3,0.93458105477749
"10329","VIBRANCE","orange","oath",2,4,6,8,1563,7,6,1.06992926572302
"10330","NRG ESPORTS","blue","Squishy",4,1,1,15,1259,6,4,0.925675365558051
"10331","NRG ESPORTS","blue","jstn.",4,3,3,21,1506,5,6,1.22667459432607
"10332","NRG ESPORTS","blue","GarrettG",1,2,2,10,1048,7,4,0.568186765392389
"10333","VIBRANCE","orange","astro",3,2,8,5,1631,5,4,1.0798649382532
"10334","VIBRANCE","orange","Fefe",2,1,12,5,1557,4,7,0.89280850560027
"10335","VIBRANCE","orange","oath",2,4,7,9,1474,5,7,1.11681328185095
"10336","RBG ESPORTS","blue","money",6,0,8,10,1813,2,1,1.62395338737085
"10337","RBG ESPORTS","blue","Zineel",1,4,9,6,1532,2,3,1.20425439975819
"10338","RBG ESPORTS","blue","xpurt",1,1,6,3,995,0,3,0.771343010632262
"10339","XSET","orange","JPow",1,1,3,12,886,3,3,0.745161888657003
"10340","XSET","orange","hockser",2,1,4,7,958,2,0,0.850106570218252
"10341","XSET","orange","percy.",2,3,1,13,1136,2,1,1.14876829156679
"10342","NRG ESPORTS","blue","GarrettG",5,3,11,20,2220,10,6,1.27240415371144
"10343","NRG ESPORTS","blue","Squishy",6,6,9,20,2431,2,8,1.43892275918097
"10344","NRG ESPORTS","blue","jstn.",3,5,8,12,2088,5,2,1.0340312213066
"10345","XSET","orange","JPow",2,4,11,13,1876,9,7,1.00870656325098
"10346","XSET","orange","hockser",2,1,8,14,1578,5,7,0.683394669290492
"10347","XSET","orange","percy.",5,0,12,12,2374,2,3,1.00211759911853
"10348","VIBRANCE","blue","astro",2,1,10,11,1846,2,4,0.838690981062042
"10349","VIBRANCE","blue","oath",2,1,12,20,2004,6,4,0.987282396021673
"10350","VIBRANCE","blue","Fefe",1,2,8,8,1812,11,7,0.756444880270538
"10351","RBG ESPORTS","orange","xpurt",3,0,11,17,2043,8,7,0.803402901069157
"10352","RBG ESPORTS","orange","money",1,1,6,17,1793,0,8,0.613042863146624
"10353","RBG ESPORTS","orange","Zineel",1,3,12,13,1986,7,4,0.822637741555121
"10354","G2 ESPORTS","blue","Chicago",5,0,7,16,1942,8,6,1.08329783863876
"10355","G2 ESPORTS","blue","Atomic",0,3,6,19,1474,5,3,0.664277381707439
"10356","G2 ESPORTS","blue","JKnaps",1,3,6,11,1444,3,13,0.70790438885219
"10357","SHOPIFY REBELLION","orange","rapid",3,1,16,12,2432,3,4,0.978341362907726
"10358","SHOPIFY REBELLION","orange","Memory",2,0,8,10,1497,10,9,0.66354735425937
"10359","SHOPIFY REBELLION","orange","Paarth",1,5,9,7,1740,9,3,0.934661519337732
"10360","GHOST GAMING","blue","LionBlaze",3,3,11,12,2021,7,8,1.06683322450078
"10361","GHOST GAMING","blue","Roll Dizz",4,4,12,19,2147,7,10,1.28837046904139
"10362","GHOST GAMING","blue","Shock",3,2,3,6,1276,6,12,0.749356195848293
"10363","VERSION1","orange","Comm",4,0,10,17,1827,16,7,0.876775725047252
"10364","VERSION1","orange","BeastMode",2,3,3,15,1515,12,9,0.779595992146456
"10365","VERSION1","orange","Torment",1,2,5,12,1106,2,4,0.532598105147091
"10366","G2 ESPORTS","blue","Atomic",1,1,5,8,1034,1,5,0.625590993846146
"10367","G2 ESPORTS","blue","Chicago",1,0,6,6,1163,6,6,0.472888326270375
"10368","G2 ESPORTS","blue","JKnaps",1,2,7,9,1186,2,11,0.712895510068103
"10369","VERSION1","orange","BeastMode",5,2,5,16,1861,5,4,1.31302099949268
"10370","VERSION1","orange","Torment",2,2,4,12,1156,1,2,0.808137530895127
"10371","VERSION1","orange","Comm",1,1,5,5,1044,16,3,0.51877955555032
"10372","SHOPIFY REBELLION","blue","Paarth",3,5,4,9,1365,3,4,1.45550434928466
"10373","SHOPIFY REBELLION","blue","Memory",5,1,7,11,1494,5,5,1.4950200436774
"10374","SHOPIFY REBELLION","blue","rapid",3,3,5,10,1591,3,2,1.35779086194088
"10375","GHOST GAMING","orange","LionBlaze",1,1,9,10,1391,5,4,0.898323230441991
"10376","GHOST GAMING","orange","Shock",0,3,2,9,896,2,3,0.724593875097881
"10377","GHOST GAMING","orange","Roll Dizz",3,0,8,7,1142,4,4,1.1049229512563
"10378","G2 ESPORTS","blue","Chicago",5,5,5,11,1851,3,4,1.38945433082863
"10379","G2 ESPORTS","blue","Atomic",4,3,2,13,1375,3,3,1.10494700432921
"10380","G2 ESPORTS","blue","JKnaps",5,3,4,11,1629,3,3,1.11453875179215
"10381","GHOST GAMING","orange","Roll Dizz",1,1,4,5,971,5,3,0.637318305189783
"10382","GHOST GAMING","orange","LionBlaze",1,2,9,6,1365,2,3,0.868637997109188
"10383","GHOST GAMING","orange","Shock",2,1,3,7,964,3,3,0.694496435129116
"10384","VERSION1","blue","Comm",3,2,8,17,1739,7,9,0.908507779411476
"10385","VERSION1","blue","Torment",4,0,7,17,1604,1,7,0.833999980108442
"10386","VERSION1","blue","BeastMode",0,4,5,20,1220,3,6,0.723545602394518
"10387","SHOPIFY REBELLION","orange","Paarth",4,3,11,15,1981,4,2,1.09285061101095
"10388","SHOPIFY REBELLION","orange","rapid",3,0,8,11,1706,9,2,0.677625326780836
"10389","SHOPIFY REBELLION","orange","Memory",1,4,12,8,1855,9,7,0.810387010626243
"10390","FAZE CLAN","blue","Firstkiller",7,3,7,22,2324,5,6,1.61461807343512
"10391","FAZE CLAN","blue","Sypical",4,7,6,13,1866,5,2,1.5258990970684
"10392","FAZE CLAN","blue","AYYJAYY",4,3,5,9,1379,5,7,1.03480866777928
"10393","TORRENT","orange","kinseh",3,1,6,11,1274,4,9,0.868366067503297
"10394","TORRENT","orange","Jordan",2,5,8,9,1522,7,4,1.25852931299306
"10395","TORRENT","orange","majicbear",3,1,5,8,1340,4,2,0.89707280341067
"10396","SPACESTATION GAMING","blue","retals",4,3,2,9,1195,8,4,1.36669373108985
"10397","SPACESTATION GAMING","blue","Daniel",3,1,7,7,1259,6,2,1.134250815317
"10398","SPACESTATION GAMING","blue","Arsenal",2,3,3,7,862,6,2,1.03590419745086
"10399","ROGUE","orange","Aqua.",3,1,4,9,1116,1,8,1.03360157327398
"10400","ROGUE","orange","Gyro.",1,2,5,5,1012,6,9,0.818760057765801
"10401","ROGUE","orange","Taroco.",0,1,5,6,773,1,3,0.471424127857007
"10402","FAZE CLAN","blue","AYYJAYY",3,2,7,9,1386,1,4,1.19238975382818
"10403","FAZE CLAN","blue","Firstkiller",4,4,5,13,1837,3,1,1.61320544247388
"10404","FAZE CLAN","blue","Sypical",4,3,3,12,1162,1,3,1.36453349544947
"10405","ROGUE","orange","Gyro.",0,1,4,5,736,6,4,0.432521929246459
"10406","ROGUE","orange","Aqua.",2,2,8,7,1290,1,1,1.11942658112593
"10407","ROGUE","orange","Taroco.",4,2,7,11,1366,1,0,1.52085575750512
"10408","TORRENT","blue","majicbear",1,1,3,3,863,5,5,0.593485937290952
"10409","TORRENT","blue","Jordan",0,1,6,5,792,2,4,0.499506521687644
"10410","TORRENT","blue","kinseh",1,0,5,5,793,4,5,0.646495101869113
"10411","SPACESTATION GAMING","orange","Daniel",5,2,6,11,1614,1,4,1.61405403615553
"10412","SPACESTATION GAMING","orange","Arsenal",0,3,3,7,787,7,5,0.652278241642346
"10413","SPACESTATION GAMING","orange","retals",3,3,0,11,990,6,2,1.13125298773516
"10414","FAZE CLAN","blue","Sypical",3,3,11,14,1930,4,10,1.06309555211945
"10415","FAZE CLAN","blue","Firstkiller",3,3,5,13,1813,7,9,0.934776397746635
"10416","FAZE CLAN","blue","AYYJAYY",5,2,4,20,1697,7,11,1.06572114613012
"10417","SPACESTATION GAMING","orange","Arsenal",3,3,14,14,2307,9,6,1.13333610081979
"10418","SPACESTATION GAMING","orange","retals",4,3,6,15,1842,10,6,1.07500399366995
"10419","SPACESTATION GAMING","orange","Daniel",2,1,12,8,1702,11,6,0.729117246180597
"10420","ROGUE","blue","Aqua.",8,5,6,18,2245,4,7,1.79111368871896
"10421","ROGUE","blue","Gyro.",3,6,6,11,1649,3,7,1.3828687508224
"10422","ROGUE","blue","Taroco.",4,3,7,14,1653,3,3,1.19935398683423
"10423","TORRENT","orange","majicbear",2,2,8,10,1329,7,5,0.934371466331686
"10424","TORRENT","orange","kinseh",6,3,11,13,2143,4,2,1.58149512351381
"10425","TORRENT","orange","Jordan",2,4,3,12,1256,6,3,0.998009862132234
"10426","COMPLEXITY GAMING","blue","Reysbull",4,3,9,11,1725,1,3,1.68789330924986
"10427","COMPLEXITY GAMING","blue","Shad",2,2,7,5,1204,0,3,1.28779706043265
"10428","COMPLEXITY GAMING","blue","ajg",2,3,7,8,1195,5,6,1.16312429838479
"10429","SUSQUEHANNA SONIQS","orange","tcorrell",1,2,4,16,1041,1,3,1.00129422745447
"10430","SUSQUEHANNA SONIQS","orange","Andy",3,0,2,11,935,4,1,0.90087781368785
"10431","SUSQUEHANNA SONIQS","orange","ZPS.",1,1,3,10,680,7,2,0.719180515807058
"10432","TEAM ENVY","blue","mist",5,1,6,16,1934,4,4,1.0332951657151
"10433","TEAM ENVY","blue","Turbopolsa",2,1,7,10,1599,6,6,0.644932158264872
"10434","TEAM ENVY","blue","dreaz",0,3,5,11,1165,6,5,0.530368925143324
"10435","OXYGEN ESPORTS","orange","Toastie",2,4,10,7,1985,8,7,1.08842257446355
"10436","OXYGEN ESPORTS","orange","Lj",1,4,7,13,1716,6,4,0.790456906427069
"10437","OXYGEN ESPORTS","orange","Gimmick",7,1,7,13,2240,1,5,1.18739323158271
"10438","COMPLEXITY GAMING","blue","Shad",5,2,7,14,1873,3,3,1.38431294417283
"10439","COMPLEXITY GAMING","blue","ajg",2,1,11,9,1840,8,4,0.915910906567876
"10440","COMPLEXITY GAMING","blue","Reysbull",0,3,7,10,1342,1,3,0.741612424759471
"10441","OXYGEN ESPORTS","orange","Gimmick",4,2,2,13,1480,2,5,1.14877616312208
"10442","OXYGEN ESPORTS","orange","Toastie",2,2,7,14,1535,3,2,0.881700880626315
"10443","OXYGEN ESPORTS","orange","Lj",3,3,9,15,1961,5,5,1.23120199596243
"10444","SUSQUEHANNA SONIQS","blue","tcorrell",4,0,14,17,2454,5,9,0.989122419933714
"10445","SUSQUEHANNA SONIQS","blue","ZPS.",3,1,11,16,2003,10,6,0.860314081444067
"10446","SUSQUEHANNA SONIQS","blue","Andy",0,4,12,20,2224,5,5,0.902734311414662
"10447","TEAM ENVY","orange","Turbopolsa",2,3,13,21,2232,9,5,1.07633529922341
"10448","TEAM ENVY","orange","dreaz",1,0,9,10,1497,4,10,0.566599081120947
"10449","TEAM ENVY","orange","mist",5,2,17,18,2990,7,5,1.42143839703116
"10450","COMPLEXITY GAMING","blue","Shad",6,0,7,16,1811,2,1,1.36693015226505
"10451","COMPLEXITY GAMING","blue","Reysbull",1,5,7,7,1659,0,4,0.960151778516188
"10452","COMPLEXITY GAMING","blue","ajg",3,2,5,11,1393,8,7,0.91472443390999
"10453","TEAM ENVY","orange","dreaz",2,4,5,7,1198,3,5,1.03260375094914
"10454","TEAM ENVY","orange","mist",3,2,7,14,1715,6,2,1.14667410812068
"10455","TEAM ENVY","orange","Turbopolsa",2,0,6,9,1114,3,3,0.713641495258146
"10456","OXYGEN ESPORTS","blue","Toastie",4,5,5,14,1713,1,1,1.31941064259617
"10457","OXYGEN ESPORTS","blue","Gimmick",2,0,6,12,1159,4,3,0.612328667102131
"10458","OXYGEN ESPORTS","blue","Lj",4,4,8,14,1853,2,2,1.339184627346
"10459","SUSQUEHANNA SONIQS","orange","tcorrell",2,3,13,12,1760,2,2,1.10754773805094
"10460","SUSQUEHANNA SONIQS","orange","ZPS.",3,3,6,8,1317,3,3,1.02349023383803
"10461","SUSQUEHANNA SONIQS","orange","Andy",2,0,9,11,1483,1,2,0.784891743031742
"10462","G2 ESPORTS","blue","Atomic",3,3,6,15,1526,5,7,1.13661260269621
"10463","G2 ESPORTS","blue","JKnaps",2,2,5,11,1404,2,2,0.828221781874801
"10464","G2 ESPORTS","blue","Chicago",5,3,6,13,1776,5,4,1.3747487971952
"10465","GHOST GAMING","orange","LionBlaze",0,3,10,10,1414,6,3,0.732161819286599
"10466","GHOST GAMING","orange","Roll Dizz",4,1,6,4,1267,5,4,1.21414739681322
"10467","GHOST GAMING","orange","Shock",2,2,5,9,1256,2,5,0.837967000192636
"10468","VERSION1","blue","Torment",2,3,4,15,1380,2,5,0.973107061199694
"10469","VERSION1","blue","BeastMode",3,3,5,15,1507,5,3,1.18046551804751
"10470","VERSION1","blue","Comm",4,2,5,16,1560,6,7,1.06770023937611
"10471","SHOPIFY REBELLION","orange","rapid",4,1,12,9,2004,7,5,1.4839254067252
"10472","SHOPIFY REBELLION","orange","Memory",0,1,10,9,1240,7,3,0.560139668932606
"10473","SHOPIFY REBELLION","orange","Paarth",1,1,6,7,1183,1,5,0.625723117803099
"10474","NRG ESPORTS","blue","jstn.",5,2,4,14,1651,1,6,1.19351107801456
"10475","NRG ESPORTS","blue","GarrettG",5,3,9,12,1939,8,4,1.38502178523709
"10476","NRG ESPORTS","blue","Squishy",3,6,9,8,1677,1,5,1.3500206916017
"10477","OXYGEN ESPORTS","orange","Lj",2,0,4,13,1071,7,3,0.639771537359172
"10478","OXYGEN ESPORTS","orange","Gimmick",0,4,5,5,1149,3,2,0.740209919647569
"10479","OXYGEN ESPORTS","orange","Toastie",2,0,7,10,1214,5,5,0.786473805185076
"10480","VERSION1","blue","BeastMode",1,0,11,11,1599,11,9,0.678320688834307
"10481","VERSION1","blue","Torment",0,3,8,6,1235,3,3,0.701108726183315
"10482","VERSION1","blue","Comm",2,0,10,8,1436,8,9,0.885522762193706
"10483","FAZE CLAN","orange","Firstkiller",3,2,6,12,1661,9,4,0.99689133041888
"10484","FAZE CLAN","orange","Sypical",4,4,9,19,2138,6,6,1.42797646210845
"10485","FAZE CLAN","orange","AYYJAYY",4,2,3,17,1312,6,12,1.03471271573025
"10486","NRG ESPORTS","blue","jstn.",4,5,10,22,2764,0,7,1.04782306785694
"10487","NRG ESPORTS","blue","GarrettG",2,2,16,16,2381,5,13,0.744180726315054
"10488","NRG ESPORTS","blue","Squishy",4,1,6,13,1904,7,11,0.630848525981699
"10489","FAZE CLAN","orange","Sypical",5,1,16,20,2870,2,1,0.922100308405508
"10490","FAZE CLAN","orange","Firstkiller",1,5,11,16,2451,17,4,0.805768197781134
"10491","FAZE CLAN","orange","AYYJAYY",5,4,9,16,2117,12,7,1.00422313942018
"10492","SHOPIFY REBELLION","blue","Paarth",4,2,6,18,1600,11,6,1.21030614392927
"10493","SHOPIFY REBELLION","blue","Memory",4,3,5,8,1415,9,0,1.16635855224086
"10494","SHOPIFY REBELLION","blue","rapid",2,2,8,14,1561,4,1,0.921107519519376
"10495","RBG ESPORTS","orange","xpurt",2,4,9,17,1715,3,4,1.22006507097341
"10496","RBG ESPORTS","orange","money",1,1,7,8,1205,1,8,0.629012440939177
"10497","RBG ESPORTS","orange","Zineel",3,0,3,9,1061,3,12,0.724945731748685
"10498","SPACESTATION GAMING","blue","Arsenal",3,3,2,7,1069,10,6,0.846133829524491
"10499","SPACESTATION GAMING","blue","retals",6,0,3,17,1626,7,2,1.21823683517803
"10500","SPACESTATION GAMING","blue","Daniel",2,3,10,13,1703,2,3,1.09058889874803
"10501","SUSQUEHANNA SONIQS","orange","tcorrell",2,2,7,7,1339,3,3,0.946798471418001
"10502","SUSQUEHANNA SONIQS","orange","ZPS.",2,1,4,8,1161,6,9,0.601078587992369
"10503","SUSQUEHANNA SONIQS","orange","Andy",1,2,10,10,1578,2,7,0.861017218185847
"10504","VIBRANCE","blue","astro",3,1,16,9,2244,6,3,1.08143866367825
"10505","VIBRANCE","blue","Fefe",1,2,7,6,1280,3,3,0.577892885950936
"10506","VIBRANCE","blue","oath",2,3,4,10,1722,5,6,0.822857405903923
"10507","G2 ESPORTS","orange","JKnaps",3,2,7,17,1841,3,6,0.882668331710173
"10508","G2 ESPORTS","orange","Atomic",4,2,6,15,1600,4,5,1.04089846352068
"10509","G2 ESPORTS","orange","Chicago",1,4,1,12,1185,5,3,0.63748201011762
"10510","COMPLEXITY GAMING","blue","Shad",4,1,8,15,1864,2,4,0.977615534464576
"10511","COMPLEXITY GAMING","blue","ajg",1,2,13,5,1726,3,6,0.784010781290357
"10512","COMPLEXITY GAMING","blue","Reysbull",3,1,11,18,1803,3,6,0.93100117054448
"10513","ROGUE","orange","Aqua.",1,4,11,17,2023,4,3,0.92826435696564
"10514","ROGUE","orange","Taroco.",2,1,8,12,1570,6,2,0.677309839080161
"10515","ROGUE","orange","Gyro.",4,1,5,14,1564,6,3,0.901709788194834
